namespace,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,pod_lifetime_seconds,cpu_request,cpu_limit,memory_request,memory_limit,cpu_usage,memory_usage,restart_count,uptime_seconds,network_bandwidth_usage,scaling_event,risk_level
2,0.6310995,0.541284617,255.630673,155.323338,29.77040709,95.75658505,27.26722216,24909.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,2
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.1209054081316338,3.6255390526733615,2948.5186386992914,710.525771057732,0.4083924757383017,683.2418728647735,0.0,41617.0,966.017626431294,0,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.1315746537066014,0.6276563568214966,3352.967663492409,6425.115844617932,0.0036145380019574,5732.769850403267,1.0,78407.0,771.987590700234,0,1
2,0.195154505,0.775085899,196.4097356,58.57506921,98.60815259,60.62392158,21.0750531,15078.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
0,0.580423903,0.19687268,956.6311397,12.09275554,98.06279557,96.51183264,93.69143225,75937.0,1.642821720431661,2.913899709224452,1646.5594104920108,4102.200019734471,0.830868410055547,7756.183058138062,7.0,71497.0,784.1895371763512,1,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.4491607398088464,3.2202825238899124,2964.630896319645,7198.635527488181,1.5870406853859378,2585.9429957789143,2.0,70275.0,411.219562972418,0,1
3,0.270153257,0.086317931,129.242982,2.871276471,71.09006501,47.37330169,98.81179809,56902.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,2
1,0.982904869,0.682781329,933.4147296,172.3601854,49.77273865,36.98753552,19.79990397,57761.0,0.8779422996223768,1.8707029350535904,1734.143947195499,1195.3392994910373,2.259448399974016,2257.916054702428,7.0,21661.0,869.5346751063255,1,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.2668132630896363,2.232409743085608,237.6078143344183,6878.31124388953,2.62015498421938,3799.556405490113,5.0,70897.0,473.5303111573133,0,2
3,0.430621402,0.894867165,944.8467484,76.07490469,95.85947202,13.82235984,3.287781788,6500.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.3696120167740635,1.526638206408284,619.5012257849517,340.2922072623837,3.735531302768482,7269.01940065386,9.0,88120.0,354.869440049424,0,2
3,0.15465063,0.664931835,638.6142536,65.50756556,35.40297929,5.949263698,16.18717054,128783.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
0,0.123120366,0.106599845,947.6370199,13.00580152,47.05588766,15.90222005,79.33327527,170184.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.3014055764023962,2.48687091503949,2225.3865362150163,2467.5751980689656,3.945668587611451,3346.9215780918285,1.0,44048.0,311.2705521841439,0,2
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.5408952027200539,1.6971774379462818,2815.189841643174,3718.3398989347497,3.2789595221835435,4116.021887404581,6.0,81379.0,79.76527084951412,0,2
3,0.947125075,0.126321981,924.4789233,78.51653114,45.43474267,64.9900553,75.09102617,70498.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.2045129294949724,2.178407856482469,918.6132938302692,5171.967430113798,3.260979084564396,4893.414471151467,4.0,38818.0,124.05130107023864,0,1
2,0.591169082,0.281141797,81.74647088,66.39918734,81.80537507,28.65373651,50.57306324,160401.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.6617311404017248,2.7477050457405063,2852.0317768557334,7242.465360233346,3.2193291863073976,7924.808423586824,5.0,41848.0,3.700943310707028,0,2
3,0.339157534,0.42054395,688.6162998,152.8604572,24.58441284,69.72778928,78.54978069,142321.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
3,0.561744999,0.428057183,887.1356517,17.14014324,27.92208133,5.592318271,24.80140194,95397.0,1.222203411269419,3.30825010592082,915.2999618311328,1666.6933394710304,2.3757804911442197,4563.179935544034,5.0,54796.0,126.36044073906494,1,2
1,0.11103961,0.622501208,303.8983983,169.6024701,59.25821077,54.91751948,26.0490416,68137.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.9780582565281024,1.5547983360869266,1765.6889385766085,5444.6988249506885,3.986840413990788,42.29927830394172,8.0,17806.0,225.48964069353727,0,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.3808873624190253,2.09678987171374,3693.1219098641777,1667.8291443496364,1.1515137780148137,1120.4140342122328,9.0,89157.0,722.5179083237562,0,2
1,0.512283557,0.909879688,173.8815199,147.0559649,96.34622589,98.25124787,48.83067555,92823.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
0,0.162283585,0.859957768,433.721445,47.77809409,62.93388651,4.815420173,42.64719112,72915.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.816097238517217,2.105276501010497,1764.9349602487248,2272.343098316879,0.7766993798593744,8146.7561223457715,2.0,32307.0,120.9808029563726,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.6551725305379532,1.6982363672554563,1096.3714873001522,8083.941228080404,1.8323825185796263,395.8475288106092,8.0,89901.0,873.8880750597708,0,2
3,0.500914334,0.130899347,587.6669987,4.255047896,81.11524615,16.66522875,25.12041889,160158.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,2
2,0.132276459,0.124866288,864.852371,143.97702,77.5052771,52.04653932,1.281571406,12389.0,1.293199827883018,3.349235545491396,2147.616873366815,3262.5290775473904,2.7494759341922306,6644.054928186187,7.0,72053.0,473.7549341836359,0,2
1,0.238944882,0.266297604,179.6536792,27.89705963,84.08386396,25.36586807,98.28227002,159491.0,0.1732200574987683,2.458759839430793,2516.78156493435,5197.28376793653,0.2368159274908152,1241.5161941359129,5.0,28427.0,740.2830059220355,1,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.7925418196461812,2.233504515785838,1641.411369624495,5170.345126606324,2.047588981855678,5358.516185164671,8.0,43439.0,533.8337790184262,0,2
1,0.261884805,0.979741265,350.0920805,120.312395,81.09820109,95.01833782,14.34270478,70592.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.7987087775379855,3.304045717251816,2314.193130139721,691.947185046634,0.8167376367541204,1159.318375064624,8.0,38439.0,471.5650558791884,0,2
2,0.834705656,0.920458463,279.1343621,5.085902006,61.19751711,12.24225897,12.89887091,107202.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.7797024733712747,2.290423977670123,4016.9331432509225,743.6306416141838,3.113389919532583,4403.048674270649,8.0,60247.0,80.95355360306922,0,2
1,0.519654238,0.202777948,789.3920699,22.7736715,85.03973457,74.21251939,96.40528581,53404.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.907500520926083,3.2721321282970925,1984.068405661941,1772.7171293175295,0.3808178810274656,109.21729471086655,4.0,35777.0,217.6116283987316,0,1
3,0.435199253,0.032346462,293.2027426,90.0115489,20.68987218,98.32700493,4.08821863,139112.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.2372637863521998,0.5870926181377066,2380.8545596546514,6860.531702550101,0.634735923664846,2430.016037436918,8.0,21110.0,941.7870049790072,0,2
3,0.476746064,0.950993856,828.7996731,74.60219324,85.47295696,65.55881713,68.85529471,41518.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,2
0,0.174054671,0.359160401,297.7452753,121.5078288,46.28407438,62.9722586,90.41313995,24945.0,1.0048779790180038,1.7968931248603917,3836.509803008866,711.4872215505522,3.606432331449532,3229.282115491262,9.0,43482.0,933.461157866824,1,2
1,0.600848591,0.053726419,776.3084911,25.65883262,70.80719587,59.91542237,20.10968789,128526.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.374082741251469,3.785035660113468,2766.9472953061413,3773.009077698033,0.3448852812636964,5096.554577550885,4.0,70027.0,148.2794295351617,0,2
2,0.077824155,0.566047943,700.6328095,192.1282209,35.68300706,15.06978219,23.69258746,183192.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.4574163188918068,1.2731883226154983,1455.2062139787065,1832.606789694704,1.2947506768714154,3013.5644664987904,8.0,25639.0,424.71339757287495,0,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.6683068219969317,3.519878883829528,809.5799301554355,7013.498899653567,2.4335258398068995,1363.7688109481333,1.0,70906.0,932.7702956513764,0,1
1,0.677449441,0.289508143,954.8073986,196.821786,65.25731391,68.2853193,51.56221649,145093.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
2,0.71794626,0.8405274,76.40288062,8.359408986,40.02913217,83.9884758,23.0485376,149602.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.30459321307397,2.087174322318706,3496.3844768342565,2479.900596451328,3.741140500556992,4078.610151508031,3.0,97582.0,181.7553820470633,0,1
0,0.823732197,0.931063626,623.6354493,8.625074758,78.57003239,43.19354436,47.4496764,46070.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.3137499202256795,2.653395824730695,2899.2735794475334,6736.653864735098,0.0926003208995176,5298.848244275074,0.0,10981.0,409.7291186224319,0,0
0,0.338544773,0.601545103,427.5581881,101.2926088,93.45775521,78.53232291,35.92675841,185208.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.8502581907726227,1.6701500255250257,1247.7506938202644,7059.350044263446,3.6690548310223847,7480.286320251525,2.0,87737.0,669.820671649098,0,1
3,0.346477313,0.032611932,491.8440213,186.2073097,77.81907885,32.08218916,41.55470503,189490.0,0.9070125525641424,1.2716295279119612,4087.738890467854,8045.211621317288,2.1750253242244013,3854.5132139277066,5.0,19586.0,199.81837669336988,0,2
3,0.986613445,0.756267495,478.1412467,146.8478599,88.92211855,80.62946652,91.16765456,138737.0,0.3908729154533139,0.5228902674191821,3059.01822159289,5381.4073687291175,2.1635764213458586,4464.041425700676,2.0,10295.0,933.3262206428444,1,2
1,0.765808518,0.555394018,313.2575728,163.9936903,53.89467134,68.02947228,21.26737369,174106.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.5818338556290703,1.316655873866268,2317.782122005182,3705.201984290457,3.4672303321088345,6002.354000093382,4.0,63926.0,382.4331155523321,0,1
1,0.765919836,0.647609656,859.9152577,135.532118,68.81520149,49.44561168,25.76428868,135322.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.7129084857834267,0.5739428480478566,1104.0226440560632,7551.622694959702,0.4535976952084994,6552.576031698489,0.0,12605.0,411.7580180807073,0,0
1,0.165626597,0.79204013,261.3688366,92.07531902,57.13705756,25.93538568,66.043723,102648.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.964178366090526,2.699009751691619,2585.243384717594,7896.980567776429,1.8893740855246808,2939.2108702425285,7.0,64962.0,336.0415892105679,0,2
1,0.348560823,0.047137409,494.9591379,48.26691305,21.24028155,49.90100632,1.743303766,143884.0,1.9657977410754224,2.804543768870388,248.03563381843105,7826.581724645664,0.3479710693575129,2632.0187432644097,0.0,81587.0,569.5441643600667,1,2
0,0.6421624,0.200009809,357.2901884,123.895145,73.51925558,38.96106031,58.16868718,152463.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.4948879426187852,3.884193288312643,4010.580893114956,2460.4263895111617,0.0364703862610555,7334.033432104306,0.0,14680.0,117.7924460379588,0,0
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.6743956629952126,3.133041570054582,2443.6828949015803,1328.555381823109,1.3194149193745697,7535.273735057,1.0,31342.0,158.88387585255072,0,1
3,0.327113443,0.584090452,468.9349266,188.1409219,71.06737911,86.54865284,34.5431719,45698.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
0,0.351909338,0.91062395,781.5317456,50.7812027,33.75164802,41.21444296,56.82419144,52431.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.8404783475759725,0.7475183797001721,3859.06708795319,4329.830244957543,1.6957723604182675,6095.23251107183,3.0,64444.0,722.1045233409634,0,1
0,0.197862598,0.564054851,574.7845568,90.75909318,58.08509598,39.0619937,63.25620768,135428.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.0709074690972376,1.6148862776690631,3262.4543740817758,4536.650027399152,1.216315826787647,7914.8372678090545,1.0,67343.0,533.342710644989,0,1
2,0.711456377,0.535861778,224.0293192,114.6493437,79.10434828,94.01875902,25.16443312,119626.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.2375356006954767,3.23338560405263,501.09682557844,5420.520674543111,3.3544087121602573,1713.5867748870596,1.0,44315.0,674.5201168391409,0,1
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.5443630534914832,0.9316382736165908,410.4015792907298,3055.645576625227,1.1501430401786954,5923.32093551991,3.0,99719.0,336.92084221471066,0,1
2,0.561751616,0.124692416,21.65860724,157.6626656,55.11430145,87.26365753,40.64906526,130487.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.5580570001428932,1.3858365509840278,3915.322731156493,6853.529837803167,2.469164435030362,7984.683869141634,1.0,50020.0,197.67595082300872,0,2
3,0.465288594,0.898516085,981.7296409,67.47127843,67.97780957,99.08174553,80.36976728,77299.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.8283990935945409,1.6612865633245693,2314.8885360315385,6680.668464633793,3.840336588489964,4399.046679243534,4.0,30892.0,890.8195948526779,0,1
2,0.655182943,0.419770449,780.1442964,164.2154987,53.37938241,40.24593883,59.26229423,181211.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.515666294,0.672633512,810.2310695,9.704672776,23.77303336,86.0009095,81.34665487,48866.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.7363380142722764,2.024874821159316,3238.3885407572607,4803.543326033918,1.0342957659093206,769.1303173337219,6.0,13844.0,3.033559198209912,0,2
2,0.766391872,0.17890847,397.9698544,142.6261033,32.77242493,23.71190978,34.11242525,131315.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
3,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.8812790673538898,1.6460593975422255,3502.221348681518,1549.935314636313,3.669686476968049,558.8141562520641,8.0,99988.0,280.46667890510935,0,2
0,0.822412665,0.808948778,842.1046497,91.60017666,50.10195204,44.63966765,96.91569176,8500.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.7410616633037632,1.0544913206948077,2251.7890535791507,7581.52117416644,3.5320848436976964,5355.92861442475,4.0,93405.0,319.42020802331405,0,1
0,0.80726652,0.548498149,630.9258801,116.7560712,42.26609625,9.957784412,79.05139878,183263.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.1441146531660559,0.7431213185875889,378.6433327803109,3722.4639028531706,3.2574473128538703,8024.032129257504,8.0,31654.0,315.30874309324906,0,2
2,0.644408325,0.094739187,418.6009126,176.6312524,26.05542531,44.15474055,27.67572651,121790.0,1.9673115440993396,3.437238329720101,2986.371735207901,6872.674691436116,3.4810221957980247,4836.52884579585,0.0,89532.0,746.1211609458718,1,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.491336776439553,2.7815098002552405,3673.105999782308,3677.523674279595,0.6329298387907323,4280.796036454485,7.0,61682.0,748.2458598066187,0,2
2,0.256797098,0.790388653,865.7679628,129.4671019,55.95133161,12.0319031,41.48228996,172473.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,2
3,0.206315514,0.184924677,462.6369278,90.74754889,37.11313568,8.844079736,47.3683928,7372.0,0.2917249748018647,1.926039557615016,3312.489927164413,5818.106153519754,2.0483959934977563,5817.192562635913,6.0,2369.0,999.0478401215402,1,2
0,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.9074139058029136,1.817532987073295,3770.748518845055,7371.9795880878655,1.5992755088483768,7286.119167721363,1.0,14626.0,859.3295104709156,0,1
3,0.158062026,0.242746625,998.3286893,97.42885523,22.47486889,72.46158998,90.90790398,53282.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,0,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,0.2828239305430997,3.1267136950665937,901.122412562928,5400.758212040199,3.320686296821383,6273.828627784513,7.0,36576.0,991.8970544946276,0,2
3,0.959211693,0.612613184,846.2787726,143.3601852,44.81562704,75.55218385,95.40680501,25025.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
2,0.231958715,0.807258873,402.6219664,137.5380246,36.83119493,19.73892974,56.51132656,45377.0,1.2401324603619095,2.998214160289064,3598.7552036540364,3764.5381156573458,2.3425406530765853,3272.499606864286,7.0,97585.0,121.38479951277958,0,2
1,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.3642709342031685,2.3961514643740007,552.5247747133001,1528.7148248583028,1.4057552521243029,3470.498090927233,2.0,58222.0,69.44061147562775,0,1
2,0.438428364,0.030638795,792.1898444,166.5574799,68.94324801,31.10820344,31.2824111,91185.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,1
2,0.5015549404999999,0.499774751,497.13384900000005,99.0460932,60.000056305,49.26683449,50.032370619999995,99422.5,1.7876820326380276,3.784612535402392,489.74868505219257,6392.238324700956,2.464935468932137,2757.130209452762,8.0,95879.0,551.593457483143,0,2
3,0.859264267,0.477817374,342.7670672,168.181049,84.20537916,17.12871425,93.56175998,29083.0,1.055142940705195,2.251390856527507,2097.5347629701546,4212.6134050849505,1.998167341150372,4120.838923973123,4.0,49806.0,493.46171534814437,1,2
3,0.998287482,0.760607617,81.35050452,115.0080244,64.80710795,39.34769124,48.38404605,128252.0,1.7995006820667256,2.219175680895782,1235.9741671936847,1182.5520384240592,2.278956312669618,2075.342962594258,2.0,8568.0,721.4358403513999,1,1
